@RELATION heartbeats
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {artifact__,Aunlabelledtest__,Bunlabelledtest__,extrahls__,extrastole__,murmur__,murmur_noisymurmur_,normal__,normal_noisynormal_}

@DATA
0.008197,0.010436,2.520582,0.070349,0.154682,0.015183,0.028443,0.009135,-30.873255,3.263422,-0.473660,1.121326,0.201022,0.311335,0.304297,-0.150353,0.175664,0.154568,-0.020607,0.144646,0.050469,0.003966,0.000502,0.136819,0.003015,0.025014,0.002568,0.188715,0.000540,0.001891,0.005376,0.030054,0.000781,0.068400,0.000446,-0.000006,-0.000873,0.002097,0.002689,0.000863,-0.000751,0.000595,0.043584,-0.040161,-0.026157,-0.014471,0.018468,-0.015815,0.000361,0.004469,-0.011183,-0.001335,0.004424,0.015200,0.016334,0.000019,0.000052,-0.000716,0.000113,0.002551,0.000029,-0.007107,0.000020,0.000073,0.000028,-0.000261,0.000101,-0.001876,0.003735,0.023230,0.475808,0.033699,0.048848,0.021293,0.020362,0.006403,2.232797,0.880027,0.633148,0.485763,0.307121,0.232128,0.207930,0.216732,0.153430,0.142868,0.139116,0.130543,0.122253,0.004571,0.000686,0.085825,0.003872,0.018498,0.003697,0.099458,0.000743,0.002707,0.005267,0.024195,0.000979,0.021173,0.004949,0.032348,0.672860,0.045290,0.066164,0.030132,0.023223,0.007278,2.401838,1.100960,0.813422,0.599355,0.416731,0.316388,0.272606,0.273239,0.218355,0.204447,0.183967,0.169916,0.152693,0.006332,0.000907,0.124011,0.005522,0.025258,0.005119,0.141495,0.000934,0.003525,0.006841,0.034937,0.001342,0.028033,extrastole__
0.006449,0.014895,2.672953,0.069007,0.156709,0.014624,0.025609,0.008530,-28.255530,3.585443,-0.302300,0.772580,0.260735,0.392459,0.180403,-0.215622,0.188953,0.217609,-0.026296,0.090940,0.024976,0.005356,0.000439,0.112743,0.002901,0.027244,0.002218,0.196755,0.000474,0.001864,0.004679,0.038537,0.000710,0.065451,-0.000082,0.000011,0.000712,0.000329,0.000504,0.000086,0.000041,-0.000139,-0.003335,-0.009229,0.007804,-0.003203,0.002081,-0.002767,-0.004965,0.001720,-0.002457,-0.001080,-0.000824,-0.000030,0.002213,-0.000058,-0.000015,0.001042,-0.000033,0.000076,-0.000004,0.000068,-0.000024,-0.000011,0.000004,-0.000545,-0.000010,0.000147,0.002875,0.025158,0.377676,0.034385,0.047870,0.018848,0.019020,0.005777,1.508858,0.685659,0.562772,0.331559,0.234431,0.205187,0.201387,0.267781,0.168418,0.158058,0.152821,0.149446,0.132437,0.006293,0.000505,0.062581,0.002836,0.020732,0.003130,0.097412,0.000647,0.002409,0.004943,0.030005,0.000865,0.019802,0.003593,0.033551,0.490859,0.044034,0.062102,0.024501,0.024051,0.007038,1.615612,0.860924,0.718976,0.423693,0.312989,0.266594,0.270549,0.324030,0.234399,0.211850,0.201483,0.207493,0.163431,0.008243,0.000650,0.087371,0.003644,0.026708,0.004462,0.133203,0.000837,0.002972,0.006204,0.039930,0.001103,0.024999,extrastole__
0.003602,0.036651,2.522368,0.068012,0.158847,0.014875,0.036129,0.005828,-29.236862,3.470997,0.207179,0.872088,0.423597,0.376407,0.275956,0.136517,0.196178,0.197683,0.076056,0.134181,0.094813,0.001952,0.000252,0.122464,0.001234,0.022763,0.000917,0.201248,0.000141,0.000554,0.003627,0.048839,0.000292,0.067463,-0.000057,0.000003,-0.007247,0.000967,0.001191,0.000139,0.001841,-0.000398,-0.030196,-0.036149,0.025534,0.021310,-0.000198,0.001018,0.004226,0.000388,-0.003001,-0.003107,-0.000663,0.002174,0.002337,-0.000133,-0.000094,0.001720,-0.000078,0.000041,-0.000244,0.002081,-0.000055,-0.000165,-0.000288,-0.000666,-0.000084,0.000752,0.001200,0.063646,0.403981,0.036842,0.049542,0.024318,0.023242,0.003220,2.629680,0.813517,0.517155,0.372059,0.203175,0.175754,0.164349,0.177012,0.172095,0.138800,0.120949,0.123589,0.126302,0.002219,0.000440,0.062584,0.001510,0.016994,0.001317,0.085218,0.000262,0.000859,0.003927,0.038279,0.000480,0.017119,0.001675,0.093985,0.578757,0.050181,0.068082,0.033218,0.029207,0.005426,3.334262,1.172101,0.723124,0.548417,0.305705,0.260060,0.226014,0.259724,0.242117,0.184110,0.179150,0.179379,0.181381,0.003129,0.000877,0.093526,0.002369,0.025039,0.002440,0.122652,0.000519,0.001604,0.005837,0.058264,0.000901,0.024165,extrastole__
0.004405,0.029455,2.534682,0.079393,0.170627,0.019398,0.024562,0.006692,-28.551323,3.448602,0.043130,0.759729,0.340595,0.298558,0.260380,0.158194,0.162093,0.147934,0.053914,0.120449,0.099022,0.002822,0.000399,0.125205,0.001756,0.018042,0.001478,0.186924,0.000182,0.000864,0.005221,0.059231,0.000527,0.065055,-0.000202,0.000002,0.004719,0.003818,0.006195,0.001418,0.000835,-0.000147,0.063945,-0.050653,0.079090,-0.058665,-0.010050,0.007198,-0.008164,0.001821,-0.001234,0.002470,0.006208,0.002755,0.004644,-0.000024,-0.000011,-0.003070,-0.000026,-0.001508,0.000014,0.002797,-0.000011,-0.000032,0.000040,0.002315,-0.000006,-0.000127,0.002494,0.054640,0.476670,0.038363,0.052720,0.024191,0.017930,0.004076,2.645282,0.777062,0.621152,0.384305,0.217013,0.204217,0.145901,0.161804,0.135121,0.118166,0.117873,0.101678,0.115454,0.003268,0.000479,0.070577,0.001974,0.011695,0.001712,0.072728,0.000264,0.001341,0.005534,0.034164,0.000846,0.014531,0.002952,0.079691,0.650331,0.050512,0.068184,0.032857,0.022851,0.005719,3.287624,0.995556,0.765587,0.533131,0.310841,0.278147,0.210798,0.216794,0.194723,0.167984,0.176759,0.142314,0.170955,0.004840,0.000634,0.097812,0.002826,0.017628,0.002460,0.106676,0.000372,0.001865,0.008518,0.050543,0.001179,0.022363,extrastole__
0.004588,0.018070,2.593718,0.069452,0.158343,0.014211,0.026393,0.007497,-28.558634,3.625731,-0.040394,0.798501,0.241784,0.357913,0.178696,-0.087104,0.229072,0.201033,-0.014214,0.074897,0.018208,0.004567,0.000441,0.151520,0.003015,0.025286,0.002102,0.179087,0.000321,0.001530,0.005280,0.030220,0.000642,0.068648,0.000006,0.000030,0.005515,-0.001127,-0.001236,-0.000585,0.000616,0.000001,-0.010453,0.020381,-0.002650,0.000923,-0.001321,0.001564,-0.000014,-0.001405,0.003376,0.001377,0.000010,0.000300,-0.001781,0.000023,0.000001,-0.001854,-0.000016,0.000069,0.000004,0.001758,-0.000001,0.000002,0.000005,-0.000020,-0.000001,0.000099,0.001912,0.028983,0.374369,0.034800,0.051421,0.019410,0.017374,0.004208,1.924500,0.871353,0.610128,0.419413,0.265562,0.241316,0.241560,0.242929,0.185265,0.143500,0.179945,0.143982,0.127560,0.005338,0.000547,0.085074,0.004155,0.016434,0.002871,0.092912,0.000605,0.003236,0.006594,0.023866,0.001025,0.018948,0.002630,0.040300,0.571306,0.043910,0.065452,0.026061,0.021068,0.005811,2.500059,1.109647,0.776172,0.564127,0.329901,0.349937,0.316642,0.282484,0.231867,0.192610,0.254595,0.194520,0.195510,0.007250,0.000794,0.124968,0.005319,0.023202,0.003918,0.137680,0.000839,0.004615,0.008762,0.035535,0.001448,0.026562,extrastole__
0.009165,0.021306,2.545362,0.072026,0.156147,0.018190,0.022369,0.011497,-29.040239,3.536614,-0.324187,1.051570,0.117780,0.184775,0.260199,0.003237,0.200737,0.026339,-0.061165,0.072701,-0.033458,0.006832,0.001200,0.125429,0.003654,0.030930,0.002564,0.156698,0.000481,0.001544,0.008975,0.037886,0.001114,0.056717,0.000110,-0.001344,0.007696,0.000849,0.001269,0.000534,-0.000110,0.000243,-0.016613,-0.029807,-0.003317,-0.001671,-0.000087,-0.000781,0.002431,0.000398,-0.004895,0.002287,0.005401,0.003360,0.000127,0.000171,-0.000008,-0.000130,-0.000043,0.000175,0.000200,-0.001488,0.000004,-0.000015,0.000041,-0.000013,0.000027,-0.000383,0.004563,0.038164,0.507396,0.033953,0.049428,0.022990,0.016489,0.007008,2.074316,0.819254,0.671511,0.441262,0.259265,0.182098,0.164344,0.184509,0.164578,0.178184,0.152237,0.136517,0.142561,0.007221,0.001242,0.068421,0.003609,0.023882,0.003116,0.070101,0.000535,0.001793,0.009028,0.024083,0.001086,0.017285,0.005450,0.058385,0.661225,0.047866,0.069416,0.032608,0.020819,0.008970,2.521769,1.165065,0.825435,0.577678,0.330037,0.244327,0.224083,0.238419,0.223383,0.235648,0.204704,0.204923,0.205196,0.009660,0.001701,0.091985,0.005017,0.032089,0.003990,0.093782,0.000737,0.002460,0.012456,0.033698,0.001395,0.021349,extrastole__
0.009207,0.007366,2.522782,0.063566,0.143499,0.011828,0.020152,0.010459,-30.182871,3.612221,-0.476716,1.224141,0.004462,0.150614,0.341455,-0.097113,0.213009,0.132240,-0.068153,0.102003,0.031247,0.005800,0.000784,0.105209,0.003021,0.025623,0.002622,0.198569,0.000492,0.001598,0.008423,0.034149,0.001035,0.064175,0.000093,-0.000282,0.003638,-0.000674,-0.001219,-0.000332,0.000060,0.000046,-0.024703,0.008512,-0.012758,0.012868,-0.007799,0.000878,-0.000134,-0.000739,-0.002030,0.001295,0.001813,-0.003979,-0.004318,0.000033,0.000005,0.001717,0.000034,0.000415,0.000033,-0.003494,-0.000000,0.000010,0.000022,0.000214,0.000018,-0.000722,0.004512,0.012810,0.545613,0.030341,0.047907,0.013866,0.010959,0.006777,1.987077,0.957215,0.709870,0.583096,0.293039,0.181209,0.173439,0.191134,0.181951,0.146024,0.162648,0.132020,0.127823,0.005286,0.000980,0.063198,0.002925,0.020418,0.002692,0.094597,0.000552,0.001792,0.007411,0.025386,0.001378,0.019963,0.005766,0.018548,0.757618,0.041414,0.067685,0.018180,0.013724,0.009534,2.483011,1.354289,0.958148,0.780849,0.431675,0.262665,0.245795,0.252319,0.263997,0.193925,0.238786,0.208460,0.192820,0.007370,0.001463,0.093968,0.004445,0.030107,0.003957,0.138645,0.000764,0.002610,0.009443,0.037480,0.002018,0.028921,extrastole__
0.005413,0.013752,2.456755,0.076354,0.164253,0.018283,0.026467,0.007819,-29.377147,3.588958,-0.036840,0.634986,0.188869,0.235911,0.134332,0.030035,0.162094,0.107185,0.068178,0.172879,0.065167,0.002983,0.000456,0.100783,0.004730,0.026617,0.003124,0.193816,0.000295,0.003116,0.005116,0.042633,0.001038,0.061588,0.000015,-0.000565,0.000237,0.001360,0.001355,0.000417,-0.000147,0.000024,-0.067790,-0.006771,0.009286,-0.003166,0.006755,-0.006195,-0.010369,-0.000007,-0.015216,-0.017101,-0.009729,-0.007370,0.007463,-0.000072,-0.000008,0.002363,0.000061,-0.000016,0.000048,-0.003350,-0.000001,0.000005,-0.000118,0.000859,-0.000005,-0.000456,0.003362,0.022778,0.508797,0.039433,0.056785,0.020312,0.018153,0.005646,2.117030,1.173844,0.680724,0.342111,0.271600,0.230918,0.215811,0.213422,0.149005,0.139565,0.149796,0.129765,0.118848,0.004258,0.000603,0.057314,0.007583,0.020773,0.004451,0.080781,0.000410,0.004802,0.005045,0.030960,0.001722,0.018653,0.003525,0.033397,0.669569,0.052383,0.077966,0.025169,0.022734,0.005744,2.442097,1.646685,0.925195,0.420859,0.367262,0.319506,0.278537,0.282053,0.208299,0.187845,0.231038,0.186456,0.192672,0.006202,0.000789,0.081280,0.009264,0.029158,0.004227,0.120824,0.000502,0.005262,0.007245,0.039365,0.002242,0.025785,extrastole__
0.005258,0.013216,2.607935,0.073421,0.163563,0.015367,0.029266,0.006425,-30.221780,3.459752,0.062556,0.950632,0.280798,0.287853,0.237857,-0.001536,0.190378,0.155891,-0.004163,0.104514,0.022212,0.004318,0.000380,0.126390,0.002236,0.025469,0.001418,0.187536,0.000252,0.000774,0.005400,0.046738,0.000382,0.066726,0.000100,-0.000018,0.001059,0.000490,0.000598,0.000177,0.000133,0.000051,0.006665,-0.002022,0.004703,-0.001927,0.004760,0.003218,-0.002852,-0.001832,-0.002190,0.000706,0.004412,0.003619,-0.000294,0.000044,-0.000001,-0.000891,0.000006,0.000813,0.000027,-0.001174,0.000010,0.000006,0.000012,-0.000005,-0.000000,-0.000364,0.002741,0.025022,0.409934,0.035492,0.051715,0.017236,0.020075,0.002914,1.750490,0.904565,0.559372,0.358110,0.220917,0.165852,0.174557,0.213751,0.151063,0.131825,0.127963,0.128732,0.128152,0.005084,0.000701,0.078828,0.003176,0.019316,0.001661,0.092247,0.000417,0.000844,0.005082,0.039306,0.000387,0.019004,0.003686,0.031617,0.544397,0.047603,0.071286,0.022954,0.024047,0.003516,1.870401,1.318242,0.740557,0.486286,0.316111,0.223788,0.233766,0.279042,0.210984,0.185998,0.173517,0.186348,0.180368,0.007201,0.000979,0.114286,0.004337,0.024394,0.002073,0.131624,0.000582,0.001163,0.006509,0.058984,0.000530,0.025870,extrastole__
0.004246,0.047147,2.608843,0.075162,0.167815,0.015011,0.028290,0.005965,-28.309927,3.426411,0.144374,0.873886,0.290462,0.280382,0.249628,0.050276,0.150652,0.157115,0.031889,0.098513,0.047858,0.002896,0.000275,0.106159,0.001903,0.028749,0.001347,0.197362,0.000135,0.000711,0.004415,0.052480,0.000366,0.066444,0.000001,-0.000024,-0.003562,-0.000734,-0.000755,-0.000488,0.000189,-0.000016,-0.022896,0.003505,-0.009257,0.008264,0.005185,-0.000090,0.001841,-0.000147,0.000852,0.000740,0.000228,0.001975,0.000940,-0.000004,-0.000004,0.001257,-0.000018,0.000207,-0.000021,-0.000322,-0.000002,-0.000004,-0.000029,-0.000902,-0.000003,-0.000020,0.001648,0.084341,0.370375,0.035692,0.049302,0.017095,0.018546,0.002331,2.574214,0.806885,0.488825,0.356876,0.195418,0.167080,0.164402,0.171484,0.141750,0.129487,0.132339,0.125691,0.122722,0.002776,0.000326,0.065707,0.001901,0.021230,0.001575,0.091832,0.000166,0.000900,0.004205,0.046117,0.000381,0.018262,0.002270,0.117942,0.541958,0.050139,0.068419,0.024634,0.022559,0.003052,3.046073,1.158294,0.650842,0.471230,0.267896,0.233858,0.225469,0.230814,0.200609,0.181241,0.185243,0.171411,0.176471,0.003853,0.000451,0.099657,0.002664,0.029953,0.002190,0.122020,0.000231,0.001212,0.006188,0.058821,0.000530,0.025525,extrastole__
0.007565,0.018687,2.555915,0.068561,0.154420,0.014553,0.024486,0.009610,-28.370867,3.662416,-0.277348,0.757496,0.030183,0.347445,0.287698,-0.142626,0.200123,0.188405,-0.018526,0.076314,0.016671,0.005583,0.000719,0.112942,0.003638,0.023978,0.002609,0.187434,0.000499,0.001916,0.006771,0.044051,0.000991,0.062334,-0.000073,0.000092,-0.015745,-0.000081,-0.000010,-0.000121,-0.000007,-0.000109,0.010075,-0.001790,0.005562,0.002143,0.003058,0.004330,0.004811,0.003698,0.001132,0.001416,0.001030,-0.001285,-0.000372,-0.000205,-0.000016,0.000720,-0.000264,0.000125,-0.000013,-0.000022,-0.000019,-0.000036,-0.000097,0.000425,-0.000003,0.000082,0.003486,0.030423,0.541029,0.033252,0.050089,0.019318,0.017663,0.005443,1.630435,0.790954,0.667786,0.385381,0.309642,0.211480,0.189325,0.252705,0.162159,0.158148,0.145092,0.136819,0.126415,0.006632,0.000862,0.056912,0.004712,0.015253,0.003049,0.079844,0.000543,0.002071,0.006580,0.040148,0.001106,0.016754,0.004502,0.042981,0.772947,0.043673,0.066216,0.027152,0.023300,0.006839,2.010415,0.996835,0.813738,0.525847,0.390385,0.269176,0.258174,0.335427,0.232538,0.226041,0.203659,0.197709,0.181037,0.008418,0.001173,0.081158,0.006410,0.021713,0.004306,0.113254,0.000784,0.002772,0.009200,0.056810,0.001460,0.024307,extrastole__
0.005936,0.012388,2.554871,0.075117,0.160583,0.018467,0.035962,0.005410,-30.079836,3.032389,-0.332213,1.110804,0.225381,0.388406,0.310856,0.005710,0.274615,0.121696,0.042545,0.125646,-0.030306,0.001433,0.000357,0.110842,0.001053,0.028875,0.001077,0.215681,0.000243,0.000669,0.002657,0.037800,0.000318,0.071695,-0.000394,0.000016,0.002951,0.000133,0.000627,-0.000017,0.000739,-0.000189,0.007476,-0.012710,0.007422,-0.005945,0.004899,-0.010296,-0.004568,0.002718,-0.000532,0.001408,0.003807,0.005377,0.004238,-0.000035,-0.000017,-0.004792,-0.000029,0.000751,-0.000006,0.005274,-0.000032,-0.000016,-0.000296,-0.001012,0.000000,0.000849,0.004039,0.023243,0.440945,0.040672,0.057082,0.025746,0.023975,0.003375,1.700865,0.917048,0.607616,0.551387,0.256998,0.273679,0.225281,0.195642,0.162688,0.143724,0.132337,0.115327,0.136453,0.001159,0.000349,0.076040,0.001319,0.026527,0.002080,0.099397,0.000249,0.001089,0.002496,0.039167,0.000466,0.020510,0.005204,0.035071,0.541620,0.057901,0.082945,0.033234,0.033896,0.003917,2.089120,1.352521,0.864222,0.687336,0.332998,0.428726,0.328526,0.262227,0.247708,0.200177,0.196616,0.172620,0.194319,0.001639,0.000401,0.112792,0.001906,0.032447,0.002692,0.145281,0.000292,0.001451,0.003561,0.056826,0.000541,0.030016,extrastole__
0.009763,0.019836,2.743394,0.068703,0.151603,0.016768,0.018271,0.014154,-26.860054,3.816616,-0.386446,0.763797,-0.034629,0.252674,0.200126,-0.226337,0.108592,0.072532,-0.087608,0.028237,-0.079736,0.010265,0.001548,0.105616,0.008802,0.022579,0.006156,0.155370,0.000873,0.003544,0.011509,0.039511,0.002181,0.053832,-0.000019,-0.000367,0.005649,-0.000079,-0.000431,-0.000013,0.000080,0.000047,-0.029551,0.002337,-0.017162,0.015089,-0.008064,0.006322,0.002126,0.003177,0.000129,-0.005784,-0.000254,-0.000527,0.002627,-0.000246,-0.000000,-0.000519,-0.000010,0.000068,-0.000004,-0.000475,0.000012,0.000089,0.000874,-0.000307,-0.000010,-0.000082,0.003686,0.024063,0.385283,0.032902,0.050430,0.022427,0.010628,0.006787,1.284660,0.838602,0.618199,0.399004,0.330506,0.232781,0.182715,0.230236,0.164085,0.166080,0.155383,0.145830,0.150535,0.011671,0.002044,0.061945,0.011886,0.015948,0.007446,0.075575,0.001169,0.003649,0.010315,0.030901,0.002866,0.018401,0.004946,0.032953,0.506422,0.041184,0.065271,0.028618,0.012944,0.008187,1.467409,0.986678,0.774884,0.485705,0.360372,0.284013,0.241316,0.302594,0.217771,0.222624,0.223188,0.200343,0.197773,0.014346,0.002440,0.086770,0.014777,0.022181,0.009845,0.095802,0.001626,0.004571,0.014012,0.042119,0.003472,0.021504,extrastole__
0.008119,0.023217,2.562459,0.064581,0.147381,0.013911,0.025119,0.011544,-29.343838,3.932252,-0.260119,0.618585,0.186003,0.425896,0.133146,-0.157445,0.188575,0.049438,-0.035075,0.146866,-0.027825,0.006648,0.001010,0.125916,0.004447,0.025523,0.005666,0.156463,0.000880,0.002760,0.006403,0.043052,0.001311,0.057876,0.000058,-0.000004,0.002664,-0.000319,-0.000595,-0.000112,0.000132,-0.000117,-0.019055,0.002756,-0.008115,0.011536,0.004136,0.002348,0.000905,-0.001739,0.001260,-0.004467,-0.002788,0.002067,0.001444,-0.000032,-0.000011,0.000673,0.000081,0.000070,-0.000081,-0.000882,-0.000025,-0.000051,-0.000108,0.000237,-0.000030,-0.000167,0.003744,0.045774,0.535638,0.033671,0.050977,0.020673,0.016222,0.006777,1.923907,0.915523,0.666064,0.360918,0.319833,0.213368,0.173971,0.243253,0.216279,0.169816,0.149381,0.154370,0.165872,0.007890,0.001297,0.075709,0.004931,0.018186,0.008873,0.075026,0.001168,0.003713,0.005711,0.030929,0.001875,0.017811,0.004597,0.066173,0.731342,0.050190,0.076641,0.030310,0.021669,0.007629,2.291906,1.309139,0.754664,0.428007,0.317248,0.256733,0.231911,0.293340,0.283132,0.226307,0.211729,0.210293,0.218979,0.010614,0.001649,0.105934,0.006610,0.024866,0.011093,0.104414,0.001482,0.004979,0.007930,0.043770,0.002672,0.021053,extrastole__
0.006900,0.018193,2.518515,0.086896,0.176126,0.025493,0.017595,0.008538,-29.108635,3.089445,-0.102868,1.088397,0.175439,0.245348,0.207837,-0.069520,0.064760,0.080405,0.052686,0.118180,0.048376,0.006202,0.000478,0.124916,0.002620,0.022843,0.002718,0.192912,0.000478,0.001738,0.006811,0.036774,0.000448,0.064351,-0.000537,-0.002330,0.166860,-0.000289,0.000019,-0.002852,0.000544,-0.000393,-0.308729,-0.017927,-0.003307,-0.016130,-0.019365,-0.001183,0.018018,0.010429,-0.009656,-0.001497,0.004378,-0.001421,0.017702,-0.001071,-0.000086,0.007631,-0.000836,-0.002176,-0.000313,0.010612,-0.000056,-0.000067,-0.000920,-0.002919,-0.000071,0.003459,0.003187,0.027912,0.444142,0.032222,0.044031,0.025114,0.010714,0.004593,2.396370,0.598847,0.488844,0.437357,0.256954,0.170924,0.166154,0.233329,0.187368,0.119922,0.144372,0.132032,0.153447,0.006176,0.000443,0.062899,0.002853,0.017569,0.002729,0.080836,0.000403,0.001740,0.006784,0.030548,0.000425,0.018720,0.003902,0.040052,0.736432,0.040427,0.056184,0.031715,0.013081,0.006093,2.573672,0.827637,0.587947,0.521739,0.309933,0.234580,0.220188,0.332758,0.300946,0.176846,0.218561,0.199547,0.257424,0.008444,0.000685,0.088283,0.004268,0.022591,0.003991,0.111888,0.000576,0.002648,0.008854,0.041146,0.000648,0.023984,extrastole__
